"","Gene","Product"
"82","CNAG_04756","hypothetical protein"
"83","CNAG_04768","hypothetical protein"
"84","CNAG_04869","carboxylesterase"
"85","CNAG_04874","hypothetical protein"
"86","CNAG_04877","hypothetical protein"
"87","CNAG_04949","hypothetical protein"
"88","CNAG_04969","UDP-glucose 6-dehydrogenase"
"89","CNAG_05147","hypothetical protein"
"90","CNAG_05154","membrane fraction protein"
"91","CNAG_05159","hypothetical protein, variant"
"92","CNAG_05159","hypothetical protein"
"93","CNAG_05160","hypothetical protein"
"94","CNAG_05161","hypothetical protein, variant"
"95","CNAG_05161","hypothetical protein"
"96","CNAG_05190","hypothetical protein"
"97","CNAG_05229","stomatin family protein"
"98","CNAG_05264","alpha-amylase AmyA, variant"
"99","CNAG_05264","alpha-amylase AmyA"
"100","CNAG_05265","hypothetical protein"
"101","CNAG_05277","vesicle-associated membrane protein 4"
"102","CNAG_05277","vesicle-associated membrane protein 4, variant"
"103","CNAG_05312","hypothetical protein"
"104","CNAG_05313","hypothetical protein, variant 4"
"105","CNAG_05313","hypothetical protein, variant 3"
"106","CNAG_05313","hypothetical protein, variant 1"
"107","CNAG_05313","hypothetical protein, variant 2"
"108","CNAG_05313","hypothetical protein"
"109","CNAG_05330","MFS transporter, SP family, general alpha glucoside:H symporter"
"110","CNAG_05539","hypothetical protein"
"111","CNAG_05632","hypothetical protein"
"112","CNAG_05663","cell wall integrity protein scw1"
"113","CNAG_05742","hypothetical protein"
"114","CNAG_05812","potassium:hydrogen antiporter, variant"
"115","CNAG_05812","potassium:hydrogen antiporter"
"116","CNAG_05813","hypothetical protein"
"117","CNAG_05835","hypothetical protein, variant"
"118","CNAG_05835","hypothetical protein"
"119","CNAG_05867","L-fucose transporter"
"120","CNAG_05870","hypothetical protein"
"121","CNAG_05870","hypothetical protein, variant"
"122","CNAG_05916","hypothetical protein"
"123","CNAG_05962","hypothetical protein, variant 2"
"124","CNAG_05962","hypothetical protein, variant 1"
"125","CNAG_05962","hypothetical protein"
"126","CNAG_06016","hypothetical protein"
"127","CNAG_06017","hypothetical protein"
"128","CNAG_06186","hypothetical protein"
"129","CNAG_06186","hypothetical protein, variant 1"
"130","CNAG_06186","hypothetical protein, variant 2"
"131","CNAG_06200","hypothetical protein"
"132","CNAG_06200","hypothetical protein, variant"
"133","CNAG_06203","hypothetical protein"
"134","CNAG_06203","hypothetical protein, variant"
"135","CNAG_06241","acidic laccase"
"136","CNAG_06276","hypothetical protein"
"137","CNAG_06310","CAMK/CAMKL protein kinase"
"138","CNAG_06310","CAMK/CAMKL protein kinase, variant 1"
"139","CNAG_06310","CAMK/CAMKL protein kinase, variant 2"
"140","CNAG_06346","hypothetical protein"
"141","CNAG_06389","hypothetical protein"
"142","CNAG_06493","hypothetical protein"
"143","CNAG_06517","cytoplasmic protein"
"144","CNAG_06554","FAD dependent oxidoreductase"
"145","CNAG_06657","hypothetical protein"
"146","CNAG_06658","rhomboid family membrane protein"
"147","CNAG_06758","efflux protein"
"148","CNAG_06784","hypothetical protein"
"149","CNAG_06784","hypothetical protein, variant"
"150","CNAG_06785","kynurenine 3-monooxygenase"
"151","CNAG_06835","glucosidase"
"152","CNAG_06917","thiol-specific antioxidant protein 3"
"153","CNAG_07330","hypothetical protein"
"154","CNAG_07442","phosphatidylglycerol/phosphatidylinositol transfer protein"
"155","CNAG_07695","gamma-aminobutyric acid transporter"
"156","CNAG_07779","D-glycerate 3-kinase"
"157","CNAG_07799","ABC transporter"
"158","CNAG_07869","hypothetical protein"
